Area_Name,Date,Date,Year,Month,Employment,Unemployment,Unemployment_Rate
Heber CDP,June,2020-06-01,2020,June,1400,500,0.282
Heber CDP,July,2020-07-01,2020,July,1400,500,0.278
Heber CDP,August,2020-08-01,2020,August,1400,400,0.226
Heber CDP,September,2020-09-01,2020,September,1400,400,0.221
Hemet city,March,2020-03-01,2020,March,27500,2300,0.077
Hemet city,April,2020-04-01,2020,April,24300,5700,0.19
Hemet city,May,2020-05-01,2020,May,24200,5600,0.188
Hemet city,June,2020-06-01,2020,June,24900,5300,0.177
Hemet city,July,2020-07-01,2020,July,25200,5200,0.17
Hemet city,August,2020-08-01,2020,August,25500,4100,0.13699999999999998
Hemet city,September,2020-09-01,2020,September,25700,4000,0.136
Hercules city,March,2020-03-01,2020,March,13300,500,0.039
Hercules city,April,2020-04-01,2020,April,11400,1900,0.141
Hercules city,May,2020-05-01,2020,May,11500,1800,0.138
Hercules city,June,2020-06-01,2020,June,11800,1800,0.135
Hercules city,July,2020-07-01,2020,July,11900,1700,0.12300000000000001
Hercules city,August,2020-08-01,2020,August,12000,1300,0.095
Hercules city,September,2020-09-01,2020,September,12100,1300,0.095
Hermosa Beach city,March,2020-03-01,2020,March,11800,400,0.032
Hermosa Beach city,April,2020-04-01,2020,April,9600,1100,0.107
Hermosa Beach city,May,2020-05-01,2020,May,9400,1200,0.109
Hermosa Beach city,June,2020-06-01,2020,June,10000,1100,0.102
Hermosa Beach city,July,2020-07-01,2020,July,10200,1100,0.096
Hermosa Beach city,August,2020-08-01,2020,August,10400,1000,0.086
Hermosa Beach city,September,2020-09-01,2020,September,10600,900,0.076
Hesperia city,March,2020-03-01,2020,March,33600,2400,0.066
Hesperia city,April,2020-04-01,2020,April,29600,5400,0.154
Hesperia city,May,2020-05-01,2020,May,29500,5400,0.154
Hesperia city,June,2020-06-01,2020,June,30300,5500,0.153
Hesperia city,July,2020-07-01,2020,July,30700,5300,0.14800000000000002
Hesperia city,August,2020-08-01,2020,August,31100,4100,0.11699999999999999
Hesperia city,September,2020-09-01,2020,September,31300,4200,0.11699999999999999
Hidden Hills city,March,2020-03-01,2020,March,600,0,0.054000000000000006
Hidden Hills city,April,2020-04-01,2020,April,500,100,0.172
Hidden Hills city,May,2020-05-01,2020,May,500,100,0.175
Hidden Hills city,June,2020-06-01,2020,June,500,100,0.16399999999999998
Hidden Hills city,July,2020-07-01,2020,July,500,100,0.154
Hidden Hills city,August,2020-08-01,2020,August,500,100,0.139
Hidden Hills city,September,2020-09-01,2020,September,500,100,0.125
Hidden Valley Lake CDP,March,2020-03-01,2020,March,3010,70,0.022000000000000002
Hidden Valley Lake CDP,April,2020-04-01,2020,April,2410,140,0.055999999999999994
Hidden Valley Lake CDP,May,2020-05-01,2020,May,2410,130,0.051
Hidden Valley Lake CDP,June,2020-06-01,2020,June,2480,120,0.047
Hidden Valley Lake CDP,July,2020-07-01,2020,July,2660,100,0.038
Hidden Valley Lake CDP,August,2020-08-01,2020,August,2910,80,0.027000000000000003
Hidden Valley Lake CDP,September,2020-09-01,2020,September,2930,80,0.027000000000000003
Highgrove CDP,March,2020-03-01,2020,March,2300,200,0.083
Highgrove CDP,April,2020-04-01,2020,April,2000,600,0.22699999999999998
Highgrove CDP,May,2020-05-01,2020,May,2000,600,0.231
Highgrove CDP,June,2020-06-01,2020,June,2100,600,0.215
Highgrove CDP,July,2020-07-01,2020,July,2100,500,0.201
Highgrove CDP,August,2020-08-01,2020,August,2100,400,0.159
Highgrove CDP,September,2020-09-01,2020,September,2100,400,0.158
Highland city,March,2020-03-01,2020,March,23400,1300,0.051
Highland city,April,2020-04-01,2020,April,20600,3300,0.13699999999999998
Highland city,May,2020-05-01,2020,May,20600,3500,0.146
Highland city,June,2020-06-01,2020,June,21100,3600,0.14400000000000002
Highland city,July,2020-07-01,2020,July,21400,3500,0.139
Highland city,August,2020-08-01,2020,August,21700,2700,0.11199999999999999
Highland city,September,2020-09-01,2020,September,21800,2800,0.11199999999999999
Hillsborough town,March,2020-03-01,2020,March,5000,200,0.028999999999999998
Hillsborough town,April,2020-04-01,2020,April,4300,600,0.11800000000000001
Hillsborough town,May,2020-05-01,2020,May,4300,600,0.11599999999999999
Hillsborough town,June,2020-06-01,2020,June,4500,600,0.11199999999999999
Hillsborough town,July,2020-07-01,2020,July,4600,500,0.09699999999999999
Hillsborough town,August,2020-08-01,2020,August,4600,400,0.075
Hillsborough town,September,2020-09-01,2020,September,4600,400,0.07400000000000001
Hilmar Irwin CDP,March,2020-03-01,2020,March,2600,100,0.045
Hilmar Irwin CDP,April,2020-04-01,2020,April,2400,200,0.067
Hilmar Irwin CDP,May,2020-05-01,2020,May,2400,100,0.057
Hilmar Irwin CDP,June,2020-06-01,2020,June,2500,100,0.055
Hilmar Irwin CDP,July,2020-07-01,2020,July,2400,100,0.05
Hilmar Irwin CDP,August,2020-08-01,2020,August,2600,100,0.036000000000000004
Hilmar Irwin CDP,September,2020-09-01,2020,September,2600,100,0.036000000000000004
Hollister city,March,2020-03-01,2020,March,18500,1800,0.08900000000000001
Hollister city,April,2020-04-01,2020,April,16600,4400,0.21
Hollister city,May,2020-05-01,2020,May,16600,3400,0.171
Hollister city,June,2020-06-01,2020,June,17100,3000,0.149
Hollister city,July,2020-07-01,2020,July,17400,2600,0.129
Hollister city,August,2020-08-01,2020,August,17500,1900,0.096
Hollister city,September,2020-09-01,2020,September,17600,1900,0.095
Holtville city,March,2020-03-01,2020,March,2000,600,0.22699999999999998
Holtville city,April,2020-04-01,2020,April,1800,800,0.303
Holtville city,May,2020-05-01,2020,May,1800,800,0.299
Holtville city,June,2020-06-01,2020,June,1900,800,0.297
Holtville city,July,2020-07-01,2020,July,1800,800,0.292
Holtville city,August,2020-08-01,2020,August,1900,600,0.24
Holtville city,September,2020-09-01,2020,September,1900,600,0.23399999999999999
Home Garden CDP,March,2020-03-01,2020,March,500,100,0.19699999999999998
Home Garden CDP,April,2020-04-01,2020,April,500,200,0.261
Home Garden CDP,May,2020-05-01,2020,May,500,100,0.243
Home Garden CDP,June,2020-06-01,2020,June,500,100,0.225
Home Garden CDP,July,2020-07-01,2020,July,500,100,0.204
Home Garden CDP,August,2020-08-01,2020,August,500,100,0.163
Home Garden CDP,September,2020-09-01,2020,September,500,100,0.166
Home Gardens CDP,March,2020-03-01,2020,March,5000,200,0.046
Home Gardens CDP,April,2020-04-01,2020,April,4400,700,0.135
Home Gardens CDP,May,2020-05-01,2020,May,4400,700,0.138
Home Gardens CDP,June,2020-06-01,2020,June,4500,700,0.127
Home Gardens CDP,July,2020-07-01,2020,July,4600,600,0.11800000000000001
Home Gardens CDP,August,2020-08-01,2020,August,4700,500,0.092
Home Gardens CDP,September,2020-09-01,2020,September,4700,500,0.09
Homeland CDP,March,2020-03-01,2020,March,2700,200,0.057999999999999996
Homeland CDP,April,2020-04-01,2020,April,2400,500,0.16699999999999998
Homeland CDP,May,2020-05-01,2020,May,2400,500,0.171
Homeland CDP,June,2020-06-01,2020,June,2500,500,0.158
Homeland CDP,July,2020-07-01,2020,July,2500,400,0.147
Homeland CDP,August,2020-08-01,2020,August,2500,300,0.115
Homeland CDP,September,2020-09-01,2020,September,2500,300,0.114
Hughson city,March,2020-03-01,2020,March,3200,200,0.064
Hughson city,April,2020-04-01,2020,April,2700,400,0.13699999999999998
Hughson city,May,2020-05-01,2020,May,2800,400,0.126
Hughson city,June,2020-06-01,2020,June,2900,400,0.11599999999999999
Hughson city,July,2020-07-01,2020,July,2900,300,0.105
Hughson city,August,2020-08-01,2020,August,3000,300,0.079
Hughson city,September,2020-09-01,2020,September,3000,300,0.079
Humboldt County,March,2020-03-01,2020,March,58700,3100,0.05
Humboldt County,April,2020-04-01,2020,April,53600,8600,0.138
Humboldt County,May,2020-05-01,2020,May,53600,7300,0.12
Humboldt County,June,2020-06-01,2020,June,52900,7000,0.11699999999999999
Humboldt County,July,2020-07-01,2020,July,53000,6300,0.106
Humboldt County,August,2020-08-01,2020,August,54200,4800,0.08199999999999999
Humboldt County,September,2020-09-01,2020,September,55000,4500,0.076
Huntington Beach city,March,2020-03-01,2020,March,102900,4000,0.037000000000000005
Huntington Beach city,April,2020-04-01,2020,April,89300,14800,0.142
Huntington Beach city,May,2020-05-01,2020,May,88800,15100,0.145
Huntington Beach city,June,2020-06-01,2020,June,92600,14200,0.133
Huntington Beach city,July,2020-07-01,2020,July,93800,12600,0.11900000000000001
Huntington Beach city,August,2020-08-01,2020,August,94400,9400,0.091
Huntington Beach city,September,2020-09-01,2020,September,96200,9000,0.086
Huntington Park city,March,2020-03-01,2020,March,24300,1700,0.064
Huntington Park city,April,2020-04-01,2020,April,19700,4700,0.191
Huntington Park city,May,2020-05-01,2020,May,19400,4500,0.187
Huntington Park city,June,2020-06-01,2020,June,20600,4400,0.175
Huntington Park city,July,2020-07-01,2020,July,21000,4200,0.166
Huntington Park city,August,2020-08-01,2020,August,21400,3800,0.153
Huntington Park city,September,2020-09-01,2020,September,21800,3500,0.14
Huron city,March,2020-03-01,2020,March,2200,400,0.159
Huron city,April,2020-04-01,2020,April,2000,600,0.237
Huron city,May,2020-05-01,2020,May,2100,600,0.21899999999999997
Huron city,June,2020-06-01,2020,June,2100,500,0.205
Huron city,July,2020-07-01,2020,July,2100,500,0.192
Huron city,August,2020-08-01,2020,August,2200,400,0.15
Huron city,September,2020-09-01,2020,September,2200,400,0.151
Hydesville CDP,March,2020-03-01,2020,March,500,0,0.006
Hydesville CDP,April,2020-04-01,2020,April,400,0,0.018000000000000002
Hydesville CDP,May,2020-05-01,2020,May,400,0,0.016
Hydesville CDP,June,2020-06-01,2020,June,400,0,0.016
Hydesville CDP,July,2020-07-01,2020,July,400,0,0.013999999999999999
Hydesville CDP,August,2020-08-01,2020,August,400,0,0.011000000000000001
Hydesville CDP,September,2020-09-01,2020,September,500,0,0.009000000000000001
Idyllwild Pine Cove CDP,March,2020-03-01,2020,March,1200,0,0.032
Idyllwild Pine Cove CDP,April,2020-04-01,2020,April,1100,100,0.09699999999999999
Idyllwild Pine Cove CDP,May,2020-05-01,2020,May,1100,100,0.099
Idyllwild Pine Cove CDP,June,2020-06-01,2020,June,1100,100,0.091
Idyllwild Pine Cove CDP,July,2020-07-01,2020,July,1100,100,0.084
Idyllwild Pine Cove CDP,August,2020-08-01,2020,August,1200,100,0.065
Idyllwild Pine Cove CDP,September,2020-09-01,2020,September,1200,100,0.065
Imperial Beach city,March,2020-03-01,2020,March,11300,600,0.053
Imperial Beach city,April,2020-04-01,2020,April,9900,2300,0.191
Imperial Beach city,May,2020-05-01,2020,May,9800,2400,0.19399999999999998
Imperial Beach city,June,2020-06-01,2020,June,10200,2200,0.18
Imperial Beach city,July,2020-07-01,2020,July,10300,2000,0.161
Imperial Beach city,August,2020-08-01,2020,August,10500,1500,0.12300000000000001
Imperial Beach city,September,2020-09-01,2020,September,10600,1500,0.121
Imperial County,March,2020-03-01,2020,March,57900,15200,0.20800000000000002
Imperial County,April,2020-04-01,2020,April,51700,20200,0.281
Imperial County,May,2020-05-01,2020,May,51900,19900,0.27699999999999997
Imperial County,June,2020-06-01,2020,June,53100,20100,0.27399999999999997
Imperial County,July,2020-07-01,2020,July,52400,19400,0.27
Imperial County,August,2020-08-01,2020,August,53200,15000,0.22
Imperial County,September,2020-09-01,2020,September,53300,14600,0.215
Imperial city,March,2020-03-01,2020,March,6700,1500,0.183
Imperial city,April,2020-04-01,2020,April,6000,2000,0.25
Imperial city,May,2020-05-01,2020,May,6000,2000,0.24600000000000002
Imperial city,June,2020-06-01,2020,June,6100,2000,0.244
Imperial city,July,2020-07-01,2020,July,6000,1900,0.24
Imperial city,August,2020-08-01,2020,August,6100,1500,0.19399999999999998
Imperial city,September,2020-09-01,2020,September,6200,1400,0.18899999999999997
Independence CDP,March,2020-03-01,2020,March,210,10,0.032
Independence CDP,April,2020-04-01,2020,April,180,20,0.09
Independence CDP,May,2020-05-01,2020,May,180,20,0.08199999999999999
Independence CDP,June,2020-06-01,2020,June,190,10,0.069
Independence CDP,July,2020-07-01,2020,July,190,10,0.059000000000000004
Independence CDP,August,2020-08-01,2020,August,200,10,0.044000000000000004
Independence CDP,September,2020-09-01,2020,September,190,10,0.044000000000000004
Indian Falls CDP,March,2020-03-01,2020,March,0,0,0.0
Indian Falls CDP,April,2020-04-01,2020,April,0,0,0.0
Indian Falls CDP,May,2020-05-01,2020,May,0,0,0.0
Indian Falls CDP,June,2020-06-01,2020,June,0,0,0.0
Indian Falls CDP,July,2020-07-01,2020,July,0,0,0.0
Indian Falls CDP,August,2020-08-01,2020,August,0,0,0.0
Indian Falls CDP,September,2020-09-01,2020,September,0,0,0.0
Indian Wells city,March,2020-03-01,2020,March,1800,100,0.045
Indian Wells city,April,2020-04-01,2020,April,1500,200,0.132
Indian Wells city,May,2020-05-01,2020,May,1500,200,0.135
Indian Wells city,June,2020-06-01,2020,June,1600,200,0.124
Indian Wells city,July,2020-07-01,2020,July,1600,200,0.115
Indian Wells city,August,2020-08-01,2020,August,1600,200,0.08900000000000001
Indian Wells city,September,2020-09-01,2020,September,1600,200,0.08800000000000001
Indio city,March,2020-03-01,2020,March,38300,2500,0.061
Indio city,April,2020-04-01,2020,April,33700,7800,0.187
Indio city,May,2020-05-01,2020,May,33600,8100,0.19399999999999998
Indio city,June,2020-06-01,2020,June,34600,7500,0.17800000000000002
Indio city,July,2020-07-01,2020,July,35100,7000,0.16699999999999998
Indio city,August,2020-08-01,2020,August,35500,5400,0.132
Indio city,September,2020-09-01,2020,September,35700,5300,0.13
Industry city,March,2020-03-01,2020,March,100,0,0.073
Industry city,April,2020-04-01,2020,April,100,0,0.226
Industry city,May,2020-05-01,2020,May,100,0,0.22899999999999998
Industry city,June,2020-06-01,2020,June,100,0,0.213
Industry city,July,2020-07-01,2020,July,100,0,0.205
Industry city,August,2020-08-01,2020,August,100,0,0.187
Industry city,September,2020-09-01,2020,September,100,0,0.16699999999999998
Inglewood city,March,2020-03-01,2020,March,47800,3900,0.076
Inglewood city,April,2020-04-01,2020,April,38800,12200,0.24
Inglewood city,May,2020-05-01,2020,May,38200,12800,0.251
Inglewood city,June,2020-06-01,2020,June,40500,12900,0.242
Inglewood city,July,2020-07-01,2020,July,41300,12500,0.23199999999999998
Inglewood city,August,2020-08-01,2020,August,42000,11800,0.218
Inglewood city,September,2020-09-01,2020,September,42900,10900,0.20199999999999999
Interlaken CDP,March,2020-03-01,2020,March,3200,300,0.086
Interlaken CDP,April,2020-04-01,2020,April,2700,600,0.179
Interlaken CDP,May,2020-05-01,2020,May,2700,500,0.154
Interlaken CDP,June,2020-06-01,2020,June,2800,500,0.139
Interlaken CDP,July,2020-07-01,2020,July,2900,400,0.11900000000000001
Interlaken CDP,August,2020-08-01,2020,August,2900,300,0.09
Interlaken CDP,September,2020-09-01,2020,September,2900,300,0.086
Inverness CDP,March,2020-03-01,2020,March,500,0,0.013999999999999999
Inverness CDP,April,2020-04-01,2020,April,400,0,0.049
Inverness CDP,May,2020-05-01,2020,May,400,0,0.046
Inverness CDP,June,2020-06-01,2020,June,500,0,0.044000000000000004
Inverness CDP,July,2020-07-01,2020,July,500,0,0.04
Inverness CDP,August,2020-08-01,2020,August,500,0,0.028999999999999998
Inverness CDP,September,2020-09-01,2020,September,500,0,0.027000000000000003
Inyo County,March,2020-03-01,2020,March,8220,420,0.049
Inyo County,April,2020-04-01,2020,April,7060,1130,0.138
Inyo County,May,2020-05-01,2020,May,6950,990,0.125
Inyo County,June,2020-06-01,2020,June,7410,920,0.11
Inyo County,July,2020-07-01,2020,July,7480,790,0.095
Inyo County,August,2020-08-01,2020,August,7570,580,0.07200000000000001
Inyo County,September,2020-09-01,2020,September,7540,590,0.073
Inyokern CDP,March,2020-03-01,2020,March,300,0,0.0
Inyokern CDP,April,2020-04-01,2020,April,200,0,0.0
Inyokern CDP,May,2020-05-01,2020,May,200,0,0.0
Inyokern CDP,June,2020-06-01,2020,June,200,0,0.0
Inyokern CDP,July,2020-07-01,2020,July,200,0,0.0
Inyokern CDP,August,2020-08-01,2020,August,300,0,0.0
Inyokern CDP,September,2020-09-01,2020,September,300,0,0.0
Ione city,March,2020-03-01,2020,March,2010,110,0.052000000000000005
Ione city,April,2020-04-01,2020,April,1790,290,0.138
Ione city,May,2020-05-01,2020,May,1710,290,0.147
Ione city,June,2020-06-01,2020,June,1810,250,0.122
Ione city,July,2020-07-01,2020,July,1800,230,0.114
Ione city,August,2020-08-01,2020,August,1850,170,0.085
Ione city,September,2020-09-01,2020,September,1860,170,0.083
Iron Horse CDP,March,2020-03-01,2020,March,50,0,0.0
Iron Horse CDP,April,2020-04-01,2020,April,40,0,0.0
Iron Horse CDP,May,2020-05-01,2020,May,40,0,0.0
Iron Horse CDP,June,2020-06-01,2020,June,50,0,0.0
Iron Horse CDP,July,2020-07-01,2020,July,50,0,0.0
Iron Horse CDP,August,2020-08-01,2020,August,60,0,0.0
Iron Horse CDP,September,2020-09-01,2020,September,60,0,0.0
Irvine city,March,2020-03-01,2020,March,139900,5100,0.035
Irvine city,April,2020-04-01,2020,April,121500,14700,0.10800000000000001
Irvine city,May,2020-05-01,2020,May,120900,16100,0.11800000000000001
Irvine city,June,2020-06-01,2020,June,126000,16100,0.113
Irvine city,July,2020-07-01,2020,July,127600,14500,0.102
Irvine city,August,2020-08-01,2020,August,128400,10700,0.077
Irvine city,September,2020-09-01,2020,September,130800,10300,0.073
Irwindale city,March,2020-03-01,2020,March,600,100,0.096
Irwindale city,April,2020-04-01,2020,April,500,200,0.28
Irwindale city,May,2020-05-01,2020,May,500,200,0.285
Irwindale city,June,2020-06-01,2020,June,500,200,0.271
Irwindale city,July,2020-07-01,2020,July,500,200,0.257
Irwindale city,August,2020-08-01,2020,August,500,200,0.235
Irwindale city,September,2020-09-01,2020,September,500,100,0.213
Isla Vista CDP,March,2020-03-01,2020,March,11000,1600,0.128
Isla Vista CDP,April,2020-04-01,2020,April,10000,3900,0.28
Isla Vista CDP,May,2020-05-01,2020,May,10000,3600,0.264
Isla Vista CDP,June,2020-06-01,2020,June,10300,3300,0.24
Isla Vista CDP,July,2020-07-01,2020,July,10300,2900,0.217
Isla Vista CDP,August,2020-08-01,2020,August,10600,2100,0.16699999999999998
Isla Vista CDP,September,2020-09-01,2020,September,10700,2100,0.161
Isleton city,March,2020-03-01,2020,March,300,0,0.045
Isleton city,April,2020-04-01,2020,April,200,0,0.13699999999999998
Isleton city,May,2020-05-01,2020,May,200,0,0.136
Isleton city,June,2020-06-01,2020,June,200,0,0.129
Isleton city,July,2020-07-01,2020,July,300,0,0.11900000000000001
Isleton city,August,2020-08-01,2020,August,300,0,0.095
Isleton city,September,2020-09-01,2020,September,300,0,0.095
Ivanhoe CDP,March,2020-03-01,2020,March,1500,300,0.163
Ivanhoe CDP,April,2020-04-01,2020,April,1400,400,0.213
Ivanhoe CDP,May,2020-05-01,2020,May,1400,300,0.201
Ivanhoe CDP,June,2020-06-01,2020,June,1400,300,0.18899999999999997
Ivanhoe CDP,July,2020-07-01,2020,July,1400,300,0.179
Ivanhoe CDP,August,2020-08-01,2020,August,1400,200,0.13699999999999998
