status,type_of_facility,county,beds_ready_to_accept_patients,patients_in_beds,beds_in_warm_status,date
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-29
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-08-29
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-08-29
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-29
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-08-29
Ready,Alternative Care Facility,Tulare,44.0,6,123.0,2020-08-29
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-29
Ready,Hospital,San Mateo,109.0,11,0.0,2020-08-29
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-29
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-08-30
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-30
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-30
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-08-30
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-08-30
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-30
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-08-30
Ready,Alternative Care Facility,Tulare,45.0,5,123.0,2020-08-30
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-30
Ready,Alternative Care Facility,Orange,53.0,12,180.0,2020-08-30
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-30
Ready,Hospital,San Mateo,110.0,10,0.0,2020-08-30
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-08-31
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-31
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-08-31
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-08-31
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-31
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-31
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-31
Ready,Hospital,San Mateo,110.0,10,0.0,2020-08-31
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-31
Ready,Alternative Care Facility,Orange,53.0,12,180.0,2020-08-31
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-08-31
Ready,Alternative Care Facility,Tulare,46.0,4,123.0,2020-08-31
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-01
Ready,Alternative Care Facility,Tulare,44.0,6,123.0,2020-09-01
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-01
Ready,Alternative Care Facility,Orange,53.0,12,180.0,2020-09-01
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-01
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-01
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-01
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-01
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-01
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-01
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-01
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-02
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-02
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-02
Ready,Alternative Care Facility,Orange,52.0,13,180.0,2020-09-02
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-02
Ready,Alternative Care Facility,Tulare,44.0,6,123.0,2020-09-02
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-02
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-02
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-02
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-02
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-02
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-03
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-03
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-03
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-03
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-03
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-03
Ready,Alternative Care Facility,Tulare,44.0,6,123.0,2020-09-03
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-03
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-03
Ready,Alternative Care Facility,Orange,52.0,13,180.0,2020-09-03
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-03
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-04
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-04
Ready,Alternative Care Facility,Orange,52.0,13,180.0,2020-09-04
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-04
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-04
Ready,Alternative Care Facility,Tulare,43.0,7,123.0,2020-09-04
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-04
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-04
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-04
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-04
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-04
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-05
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-05
Ready,Alternative Care Facility,Orange,52.0,13,180.0,2020-09-05
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-05
Ready,Alternative Care Facility,Tulare,43.0,7,123.0,2020-09-05
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-05
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-05
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-05
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-05
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-05
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-05
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-06
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-06
Ready,Alternative Care Facility,Orange,52.0,13,180.0,2020-09-06
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-06
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-06
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-06
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-06
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-06
Ready,Alternative Care Facility,Tulare,43.0,7,123.0,2020-09-06
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-06
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-06
Ready,Alternative Care Facility,Orange,54.0,11,180.0,2020-09-07
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-07
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-07
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-07
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-07
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-07
Ready,Alternative Care Facility,Tulare,42.0,8,123.0,2020-09-07
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-07
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-07
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-07
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-07
Ready,Alternative Care Facility,Orange,54.0,11,180.0,2020-09-08
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-08
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-08
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-08
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-08
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-08
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-08
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-08
Ready,Alternative Care Facility,Tulare,45.0,5,123.0,2020-09-08
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-08
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-08
Ready,Alternative Care Facility,Tulare,46.0,4,123.0,2020-09-09
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-09
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-09
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-09
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-09
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-09
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-09
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-09
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-09
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-09
Ready,Alternative Care Facility,Orange,54.0,11,180.0,2020-09-09
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-10
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-10
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-10
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-10
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-10
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-10
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-10
Ready,Alternative Care Facility,Orange,56.0,9,180.0,2020-09-10
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-10
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-10
Ready,Alternative Care Facility,Tulare,46.0,4,123.0,2020-09-10
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-11
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-11
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-11
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-11
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-11
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-11
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-11
Ready,Alternative Care Facility,Orange,54.0,11,180.0,2020-09-11
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-11
Ready,Alternative Care Facility,Tulare,47.0,3,123.0,2020-09-11
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-11
Ready,Alternative Care Facility,Tulare,50.0,0,123.0,2020-09-12
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-12
Ready,Alternative Care Facility,Orange,53.0,12,180.0,2020-09-12
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-12
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-12
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-12
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-12
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-12
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-12
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-12
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-12
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-13
Ready,Alternative Care Facility,Tulare,50.0,0,123.0,2020-09-13
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-13
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-13
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-13
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-13
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-13
Ready,Alternative Care Facility,Orange,53.0,12,180.0,2020-09-13
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-13
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-13
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-13
Ready,Alternative Care Facility,Orange,53.0,12,180.0,2020-09-14
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-14
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-14
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-14
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-14
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-14
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-14
Ready,Alternative Care Facility,Tulare,50.0,0,123.0,2020-09-14
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-14
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-14
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-14
Ready,Alternative Care Facility,Orange,55.0,10,180.0,2020-09-15
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-15
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-15
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-15
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-15
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-15
WARM Status,Alternative Care Facility,Tulare,0.0,0,123.0,2020-09-15
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-15
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-15
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-15
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-15
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-16
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-16
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-16
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-16
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-16
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-16
WARM Status,Alternative Care Facility,Tulare,0.0,0,123.0,2020-09-16
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-16
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-16
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-16
Ready,Alternative Care Facility,Orange,57.0,8,180.0,2020-09-16
Ready,Alternative Care Facility,Orange,57.0,8,180.0,2020-09-17
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-17
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-17
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-17
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-17
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-17
WARM Status,Alternative Care Facility,Tulare,0.0,0,123.0,2020-09-17
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-17
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-17
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-17
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-17
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-18
Ready,Alternative Care Facility,Orange,57.0,8,180.0,2020-09-18
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-18
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-18
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-18
WARM Status,Alternative Care Facility,Tulare,0.0,0,123.0,2020-09-18
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-18
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-18
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-18
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-18
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-18
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-19
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-19
Ready,Alternative Care Facility,Orange,57.0,8,180.0,2020-09-19
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-19
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-19
WARM Status,Alternative Care Facility,Tulare,0.0,0,123.0,2020-09-19
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-19
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-19
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-19
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-19
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-19
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-20
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-20
Ready,Alternative Care Facility,Orange,57.0,8,180.0,2020-09-20
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-20
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-20
WARM Status,Alternative Care Facility,Tulare,0.0,0,123.0,2020-09-20
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-20
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-20
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-20
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-20
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-20
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-21
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-21
WARM Status,Alternative Care Facility,Tulare,0.0,0,123.0,2020-09-21
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-21
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-21
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-21
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-21
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-21
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-21
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-21
Ready,Alternative Care Facility,Orange,57.0,8,180.0,2020-09-21
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-22
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-22
Ready,Alternative Care Facility,Orange,59.0,6,180.0,2020-09-22
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-22
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-22
WARM Status,Alternative Care Facility,Tulare,0.0,0,123.0,2020-09-22
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-22
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-22
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-22
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-22
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-22
WARM Status,Alternative Care Facility,Tulare,0.0,0,123.0,2020-09-23
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-23
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-23
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-23
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-23
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-23
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-23
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-23
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-23
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-23
Ready,Alternative Care Facility,Orange,59.0,6,180.0,2020-09-23
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-24
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-24
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-24
WARM Status,Alternative Care Facility,Tulare,0.0,0,123.0,2020-09-24
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-24
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-24
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-24
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-24
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-24
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-24
Ready,Alternative Care Facility,Orange,61.0,4,180.0,2020-09-24
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-25
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-25
Ready,Alternative Care Facility,Orange,61.0,4,180.0,2020-09-25
WARM Status,Alternative Care Facility,Tulare,0.0,0,123.0,2020-09-25
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-25
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-25
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-25
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-25
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-25
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-25
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-25
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-26
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-26
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-26
WARM Status,Alternative Care Facility,Tulare,0.0,0,123.0,2020-09-26
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-26
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-26
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-26
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-26
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-26
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-26
Ready,Alternative Care Facility,Orange,61.0,4,180.0,2020-09-26
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-27
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-27
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-27
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-27
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-27
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-27
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-27
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-27
Ready,Alternative Care Facility,Orange,61.0,4,180.0,2020-09-27
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-27
WARM Status,Alternative Care Facility,Tulare,0.0,0,123.0,2020-09-27
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-28
Ready,Alternative Care Facility,Orange,61.0,4,180.0,2020-09-28
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-28
WARM Status,Alternative Care Facility,Tulare,0.0,0,123.0,2020-09-28
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-28
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-28
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-28
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-28
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-28
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-28
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-28
WARM Status,Alternative Care Facility,Tulare,0.0,0,123.0,2020-09-29
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-29
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-29
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-29
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-29
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-29
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-29
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-29
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-29
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-29
Ready,Alternative Care Facility,Orange,63.0,2,180.0,2020-09-29
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-09-30
WARM Status,Alternative Care Facility,Tulare,0.0,0,123.0,2020-09-30
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-09-30
Ready,Alternative Care Facility,Orange,65.0,0,180.0,2020-09-30
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-09-30
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-09-30
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-09-30
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-09-30
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-09-30
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-09-30
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-09-30
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-10-01
WARM Status,Alternative Care Facility,Orange,0.0,0,180.0,2020-10-01
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-10-01
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-10-01
WARM Status,Alternative Care Facility,Tulare,0.0,0,123.0,2020-10-01
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-10-01
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-10-01
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-10-01
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-10-01
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-10-01
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-10-01
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-10-02
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-10-02
