County,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
San Mateo,9/7/20,39,15,54,673,10,2,21
Modoc,9/7/20,0,0,0,41,0,0,0
Tehama,9/7/20,1,0,1,59,1,0,5
Amador,9/7/20,2,0,2,51,0,0,4
San Benito,9/7/20,1,0,1,25,1,0,1
Siskiyou,9/7/20,0,0,0,56,0,0,7
Solano,9/7/20,27,9,36,533,8,1,10
Imperial,9/7/20,29,1,30,259,10,0,6
San Diego,9/7/20,211,72,283,6621,79,14,309
San Luis Obispo,9/7/20,10,2,12,451,4,1,21
Sonoma,9/7/20,38,9,47,506,10,2,5
Tulare,9/7/20,57,2,59,664,10,0,17
Tuolumne,9/7/20,0,0,0,84,0,0,1
Yuba,9/7/20,18,0,18,265,3,0,12
El Dorado,9/7/20,0,0,0,189,0,0,12
Nevada,9/7/20,2,0,2,127,1,0,7
Orange,9/7/20,242,47,289,5578,70,11,222
Mendocino,9/7/20,4,0,4,150,2,0,2
Los Angeles,9/7/20,936,414,1350,19650,308,48,954
Fresno,9/7/20,153,16,169,1511,41,2,24
Glenn,9/7/20,0,0,0,47,0,0,0
San Francisco,9/7/20,63,15,78,1742,26,1,63
Yolo,9/7/20,8,0,8,96,6,0,1
Mono,9/7/20,0,0,0,17,0,0,2
Plumas,9/7/20,0,0,0,35,0,0,0
Butte,9/7/20,23,0,23,451,6,0,7
San Joaquin,9/7/20,87,12,99,1002,29,1,47
Humboldt,9/7/20,1,1,2,269,1,1,3
San Bernardino,9/7/20,224,42,266,3811,85,5,162
Del Norte,9/7/20,0,0,0,51,0,0,6
Calaveras,9/7/20,1,1,2,33,1,0,6
Santa Barbara,9/7/20,39,4,43,666,13,1,64
Napa,9/7/20,5,2,7,351,1,0,19
Marin,9/7/20,14,3,17,323,5,0,9
Lassen,9/7/20,0,0,0,25,0,0,0
Santa Clara,9/7/20,118,15,133,2926,41,0,96
Alameda,9/7/20,148,57,205,2371,38,5,113
Mariposa,9/7/20,0,0,0,19,0,0,0
Kings,9/7/20,32,2,34,193,3,0,9
Inyo,9/7/20,0,0,0,29,0,0,4
Colusa,9/7/20,0,0,0,48,0,0,0
Shasta,9/7/20,2,1,3,561,1,0,5
Lake,9/7/20,0,0,0,65,0,0,3
Ventura,9/7/20,58,21,79,1220,27,11,50
Kern,9/7/20,84,13,97,1281,26,2,51
Placer,9/7/20,37,28,65,721,10,1,29
Sutter,9/7/20,0,0,0,0,0,0,0
Sacramento,9/7/20,141,41,182,2412,51,5,104
Stanislaus,9/7/20,142,38,180,1302,38,5,12
Merced,9/7/20,22,6,28,253,9,2,5
Santa Cruz,9/7/20,10,5,15,276,3,1,8
Contra Costa,9/7/20,64,18,82,1499,25,2,46
El Dorado,9/8/20,0,0,0,189,0,0,10
San Bernardino,9/8/20,214,61,275,3814,84,5,172
Sutter,9/8/20,0,0,0,0,0,0,0
San Francisco,9/8/20,64,18,82,1781,25,4,73
San Joaquin,9/8/20,89,18,107,1007,30,5,40
Orange,9/8/20,234,60,294,5578,62,14,223
Shasta,9/8/20,2,1,3,561,1,0,6
Imperial,9/8/20,22,0,22,259,9,0,3
Yuba,9/8/20,17,0,17,265,3,0,10
Sonoma,9/8/20,36,6,42,505,11,1,4
San Mateo,9/8/20,43,27,70,699,8,4,22
Mono,9/8/20,0,0,0,17,0,0,2
Alameda,9/8/20,154,50,204,2388,40,7,107
Glenn,9/8/20,0,0,0,47,0,0,0
Solano,9/8/20,33,10,43,543,8,1,10
Fresno,9/8/20,145,23,168,1520,33,3,29
Kings,9/8/20,36,2,38,193,3,0,9
Modoc,9/8/20,0,0,0,41,0,0,0
Napa,9/8/20,4,0,4,351,2,0,21
Lake,9/8/20,1,1,2,65,0,0,5
Del Norte,9/8/20,0,0,0,51,0,0,3
Tulare,9/8/20,60,6,66,686,10,0,18
San Luis Obispo,9/8/20,10,5,15,451,4,0,22
Contra Costa,9/8/20,62,29,91,1505,25,4,41
Siskiyou,9/8/20,0,0,0,56,0,0,7
Madera,9/8/20,22,11,33,274,8,0,2
Santa Barbara,9/8/20,37,2,39,666,11,0,67
Mendocino,9/8/20,4,1,5,150,2,1,4
San Diego,9/8/20,219,59,278,6638,81,15,332
San Benito,9/8/20,0,0,0,25,0,0,2
Santa Cruz,9/8/20,14,2,16,277,3,0,8
Kern,9/8/20,89,9,98,1286,26,1,51
Lassen,9/8/20,0,0,0,25,0,0,0
Colusa,9/8/20,0,2,2,48,0,0,0
Sacramento,9/8/20,157,46,203,2416,58,6,95
Merced,9/8/20,20,2,22,253,9,1,5
Los Angeles,9/8/20,940,415,1355,19839,307,53,995
Trinity,9/8/20,0,0,0,25,0,0,0
Tehama,9/8/20,1,0,1,59,1,0,4
Tuolumne,9/8/20,0,1,1,84,0,1,0
Marin,9/8/20,14,3,17,329,5,0,6
Riverside,9/8/20,185,76,261,3370,62,19,100
Butte,9/8/20,24,1,25,451,5,1,8
Calaveras,9/8/20,1,5,6,33,1,0,2
Amador,9/8/20,1,0,1,51,0,0,6
Inyo,9/8/20,0,0,0,29,0,0,4
Humboldt,9/8/20,3,1,4,269,1,1,3
Ventura,9/8/20,55,25,80,1216,24,4,49
Plumas,9/8/20,0,0,0,35,0,0,0
Santa Clara,9/8/20,121,16,137,3028,42,1,86
Monterey,9/8/20,30,2,32,729,9,0,26
Placer,9/8/20,37,25,62,721,12,4,31
Mariposa,9/8/20,0,0,0,19,0,0,0
Yolo,9/8/20,8,0,8,96,5,0,2
Nevada,9/8/20,2,0,2,124,1,0,4
Stanislaus,9/8/20,144,50,194,1307,41,5,12
Calaveras,9/9/20,2,3,5,33,2,1,4
El Dorado,9/9/20,0,0,0,189,0,0,10
Imperial,9/9/20,24,0,24,259,10,0,4
Santa Barbara,9/9/20,38,1,39,666,12,0,56
Tulare,9/9/20,58,7,65,686,7,0,19
Siskiyou,9/9/20,0,0,0,56,0,0,7
Merced,9/9/20,18,1,19,253,9,0,7
Monterey,9/9/20,27,1,28,729,9,0,24
Santa Clara,9/9/20,127,14,141,3068,40,1,97
Glenn,9/9/20,0,0,0,47,0,0,0
Mendocino,9/9/20,1,0,1,150,1,0,5
Humboldt,9/9/20,4,0,4,272,2,0,1
Yuba,9/9/20,20,0,20,265,3,0,6
Marin,9/9/20,13,6,19,324,4,2,5
Fresno,9/9/20,133,24,157,1526,30,4,29
Butte,9/9/20,21,0,21,451,5,0,4
Madera,9/9/20,20,8,28,274,7,0,2
Santa Cruz,9/9/20,12,3,15,277,2,1,7
Inyo,9/9/20,0,0,0,29,0,0,3
Plumas,9/9/20,0,0,0,35,0,0,0
San Luis Obispo,9/9/20,8,1,9,451,3,0,19
Colusa,9/9/20,0,4,4,48,0,0,0
Sonoma,9/9/20,31,3,34,563,9,0,5
San Diego,9/9/20,234,75,309,6648,86,13,302
Nevada,9/9/20,2,0,2,124,1,0,6
San Benito,9/9/20,0,0,0,25,0,0,2
Yolo,9/9/20,7,2,9,96,5,2,4
San Joaquin,9/9/20,83,10,93,1004,31,1,48
Kern,9/9/20,94,8,102,1305,25,2,48
Tuolumne,9/9/20,1,0,1,84,0,0,3
Los Angeles,9/9/20,889,365,1254,19917,290,51,957
Kings,9/9/20,36,1,37,193,3,0,8
Shasta,9/9/20,3,0,3,561,1,0,5
Alameda,9/9/20,149,40,189,2391,38,8,105
Mariposa,9/9/20,0,0,0,19,0,0,0
Sutter,9/9/20,0,0,0,0,0,0,0
Modoc,9/9/20,0,0,0,41,0,0,0
Placer,9/9/20,36,14,50,734,10,1,27
Trinity,9/9/20,0,0,0,25,0,0,0
Stanislaus,9/9/20,136,23,159,1298,43,3,15
Solano,9/9/20,29,10,39,558,7,1,9
Del Norte,9/9/20,0,0,0,51,0,0,1
Mono,9/9/20,0,0,0,17,0,0,2
Contra Costa,9/9/20,62,19,81,1490,26,2,35
Tehama,9/9/20,1,0,1,59,1,0,4
San Francisco,9/9/20,66,18,84,1825,25,4,58
Napa,9/9/20,5,1,6,351,2,0,19
Orange,9/9/20,239,70,309,5654,64,12,226
Amador,9/9/20,2,0,2,51,0,0,4
San Mateo,9/9/20,47,29,76,720,9,5,19
Ventura,9/9/20,55,32,87,1227,25,7,36
San Bernardino,9/9/20,210,60,270,3836,81,6,161
Lake,9/9/20,1,0,1,65,0,0,2
Sacramento,9/9/20,155,35,190,2417,55,7,81
Riverside,9/9/20,189,49,238,3385,57,10,83
Lassen,9/9/20,0,0,0,25,0,0,0
El Dorado,9/10/20,1,0,1,189,1,0,7
Yolo,9/10/20,7,1,8,96,4,1,3
Santa Cruz,9/10/20,14,1,15,277,2,0,11
Mariposa,9/10/20,0,0,0,19,0,0,0
Tulare,9/10/20,53,6,59,686,6,0,20
Santa Clara,9/10/20,114,18,132,3067,39,3,89
San Joaquin,9/10/20,75,9,84,1005,32,2,33
San Luis Obispo,9/10/20,7,3,10,451,3,1,18
Yuba,9/10/20,19,0,19,265,4,0,9
Glenn,9/10/20,0,0,0,47,0,0,0
Sutter,9/10/20,0,0,0,0,0,0,0
Calaveras,9/10/20,2,5,7,33,2,2,3
Merced,9/10/20,13,9,22,253,9,0,5
Riverside,9/10/20,180,51,231,3400,53,12,93
Monterey,9/10/20,28,0,28,729,9,0,29
Siskiyou,9/10/20,1,0,1,56,0,0,8
Shasta,9/10/20,3,0,3,561,1,0,5
Trinity,9/10/20,0,0,0,25,0,0,0
San Francisco,9/10/20,67,22,89,1839,24,8,58
Los Angeles,9/10/20,877,342,1219,19990,301,49,924
Stanislaus,9/10/20,125,30,155,1305,41,3,15
Inyo,9/10/20,0,0,0,29,0,0,3
Placer,9/10/20,34,25,59,738,10,4,26
Sacramento,9/10/20,151,32,183,2451,53,8,82
Tuolumne,9/10/20,1,0,1,84,0,0,1
Plumas,9/10/20,0,0,0,35,0,0,0
Colusa,9/10/20,0,2,2,48,0,0,0
Tehama,9/10/20,1,0,1,59,1,0,4
Alameda,9/10/20,142,41,183,2432,39,6,88
Solano,9/10/20,27,8,35,566,6,3,8
Contra Costa,9/10/20,66,17,83,1508,25,4,41
San Benito,9/10/20,0,0,0,25,0,0,2
Humboldt,9/10/20,4,1,5,272,2,0,1
San Mateo,9/10/20,34,17,51,706,11,5,33
Mendocino,9/10/20,2,0,2,150,1,0,6
Ventura,9/10/20,55,35,90,1236,20,7,43
Kern,9/10/20,82,3,85,1303,20,1,55
Mono,9/10/20,0,0,0,17,0,0,2
Kings,9/10/20,31,1,32,193,3,0,8
Butte,9/10/20,17,0,17,451,4,0,8
Modoc,9/10/20,0,0,0,41,0,0,0
San Diego,9/10/20,232,53,285,6636,87,11,287
Imperial,9/10/20,22,0,22,259,9,0,7
Santa Barbara,9/10/20,36,3,39,666,9,1,54
Del Norte,9/10/20,0,0,0,51,0,0,3
San Bernardino,9/10/20,205,54,259,3848,74,4,156
Lassen,9/10/20,0,0,0,25,0,0,0
Napa,9/10/20,4,1,5,351,2,0,17
Amador,9/10/20,2,0,2,51,0,0,4
Marin,9/10/20,10,6,16,325,3,0,9
Nevada,9/10/20,3,0,3,119,1,0,1
Madera,9/10/20,19,5,24,274,7,0,2
Sonoma,9/10/20,31,3,34,529,11,0,7
Orange,9/10/20,223,54,277,5614,65,10,236
Fresno,9/10/20,122,21,143,1524,29,4,33
Lake,9/10/20,0,2,2,65,0,0,2
Stanislaus,9/11/20,119,44,163,1310,44,2,18
Napa,9/11/20,5,0,5,351,2,0,15
Contra Costa,9/11/20,73,20,93,1534,25,3,40
Ventura,9/11/20,55,25,80,1248,21,5,44
San Francisco,9/11/20,74,18,92,1831,22,4,67
Plumas,9/11/20,0,0,0,35,0,0,0
Santa Cruz,9/11/20,16,0,16,276,2,0,7
Mariposa,9/11/20,0,0,0,19,0,0,0
Nevada,9/11/20,2,1,3,111,1,0,1
San Luis Obispo,9/11/20,7,3,10,451,3,1,18
Orange,9/11/20,215,47,262,5666,65,6,245
Tuolumne,9/11/20,1,0,1,84,0,0,2
Kings,9/11/20,31,0,31,193,3,0,9
Santa Barbara,9/11/20,33,4,37,666,8,1,57
San Benito,9/11/20,0,0,0,25,0,0,3
Mono,9/11/20,0,0,0,17,0,0,1
Sutter,9/11/20,0,0,0,0,0,0,0
Inyo,9/11/20,0,0,0,29,0,0,3
Madera,9/11/20,18,7,25,274,6,0,3
Siskiyou,9/11/20,1,0,1,56,0,0,6
Solano,9/11/20,25,8,33,578,6,2,6
Lake,9/11/20,0,1,1,65,0,1,4
Lassen,9/11/20,0,0,0,25,0,0,0
Sonoma,9/11/20,32,3,35,536,9,1,9
San Joaquin,9/11/20,68,15,83,1004,29,1,41
Santa Clara,9/11/20,112,20,132,3067,41,1,82
Yuba,9/11/20,20,1,21,265,4,0,9
Yolo,9/11/20,5,0,5,96,5,0,2
Glenn,9/11/20,0,0,0,47,0,0,0
Tehama,9/11/20,2,0,2,59,1,0,2
Modoc,9/11/20,0,0,0,41,0,0,0
Kern,9/11/20,66,17,83,1317,20,1,50
Fresno,9/11/20,112,15,127,1536,29,1,37
Butte,9/11/20,11,0,11,451,3,0,8
Placer,9/11/20,34,18,52,740,10,1,32
Humboldt,9/11/20,2,1,3,275,2,0,4
San Mateo,9/11/20,38,10,48,701,11,5,36
Sacramento,9/11/20,135,26,161,2448,50,7,79
Trinity,9/11/20,0,0,0,25,0,0,0
Amador,9/11/20,2,0,2,51,0,0,3
Colusa,9/11/20,0,3,3,48,0,0,0
Tulare,9/11/20,47,3,50,686,7,0,22
San Bernardino,9/11/20,201,49,250,3846,67,10,149
Del Norte,9/11/20,0,0,0,51,0,0,2
Los Angeles,9/11/20,813,345,1158,20020,275,59,942
San Diego,9/11/20,227,60,287,6637,88,12,281
Alameda,9/11/20,131,47,178,2444,33,10,100
Monterey,9/11/20,28,1,29,729,9,0,33
Shasta,9/11/20,3,0,3,561,1,0,5
Riverside,9/11/20,171,61,232,3417,45,14,85
Merced,9/11/20,15,1,16,253,8,0,2
Calaveras,9/11/20,2,1,3,33,2,0,4
El Dorado,9/11/20,1,1,2,189,1,1,6
Marin,9/11/20,9,2,11,325,2,1,10
Mendocino,9/11/20,3,0,3,150,1,0,6
Imperial,9/11/20,25,0,25,259,9,0,12
Tehama,9/12/20,2,0,2,59,1,0,3
Shasta,9/12/20,2,1,3,561,1,0,5
Kings,9/12/20,23,0,23,193,3,0,10
Contra Costa,9/12/20,69,19,88,1541,24,3,40
Riverside,9/12/20,157,43,200,3362,46,10,92
Stanislaus,9/12/20,114,34,148,1310,39,3,20
Los Angeles,9/12/20,775,375,1150,19884,261,47,971
San Diego,9/12/20,218,59,277,6634,80,7,283
Marin,9/12/20,10,1,11,318,2,0,9
San Luis Obispo,9/12/20,8,2,10,451,3,0,21
Calaveras,9/12/20,2,3,5,33,2,0,4
Nevada,9/12/20,3,0,3,111,0,0,4
Inyo,9/12/20,0,0,0,29,0,0,3
Merced,9/12/20,15,1,16,253,9,0,1
Lake,9/12/20,0,1,1,65,0,0,3
Sacramento,9/12/20,128,47,175,2427,49,9,82
Fresno,9/12/20,111,26,137,1507,34,5,31
San Mateo,9/12/20,39,17,56,698,11,7,34
Glenn,9/12/20,0,0,0,47,0,0,0
Solano,9/12/20,27,7,34,594,7,0,9
Santa Cruz,9/12/20,16,0,16,276,2,0,7
Sutter,9/12/20,0,0,0,0,0,0,0
Kern,9/12/20,70,11,81,1311,15,1,51
Monterey,9/12/20,27,1,28,729,9,0,31
Mariposa,9/12/20,0,0,0,19,0,0,0
Mendocino,9/12/20,4,0,4,150,1,0,6
Butte,9/12/20,12,0,12,451,1,0,8
Ventura,9/12/20,50,13,63,1201,24,4,50
Tulare,9/12/20,46,3,49,664,7,1,24
Orange,9/12/20,196,42,238,5767,58,5,235
Sonoma,9/12/20,36,1,37,511,8,0,12
Humboldt,9/12/20,2,1,3,277,2,0,1
San Francisco,9/12/20,72,15,87,1820,20,6,68
Siskiyou,9/12/20,1,0,1,56,0,0,7
Del Norte,9/12/20,0,0,0,51,0,0,4
Yolo,9/12/20,4,0,4,96,4,0,3
San Bernardino,9/12/20,190,36,226,3800,66,2,170
Alameda,9/12/20,121,47,168,2419,35,9,102
Lassen,9/12/20,0,0,0,25,0,0,0
Napa,9/12/20,5,1,6,351,2,0,16
Mono,9/12/20,0,0,0,17,0,0,2
Placer,9/12/20,38,22,60,745,10,1,29
San Joaquin,9/12/20,70,6,76,1005,28,1,51
Trinity,9/12/20,0,0,0,25,0,0,0
Plumas,9/12/20,0,0,0,35,0,0,0
Santa Clara,9/12/20,107,19,126,2888,39,2,97
Santa Barbara,9/12/20,30,1,31,666,8,0,59
Madera,9/12/20,17,11,28,274,6,0,4
Modoc,9/12/20,0,0,0,41,0,0,0
El Dorado,9/12/20,2,0,2,189,1,0,6
San Benito,9/12/20,1,0,1,25,0,0,4
Imperial,9/12/20,27,0,27,259,9,0,6
Yuba,9/12/20,20,2,22,265,4,0,9
Colusa,9/12/20,0,3,3,48,0,0,0
Tuolumne,9/12/20,2,0,2,84,1,0,1
Amador,9/12/20,0,1,1,51,0,1,3
Glenn,9/13/20,0,0,0,47,0,0,0
Yolo,9/13/20,4,0,4,96,3,0,5
Mendocino,9/13/20,3,0,3,150,1,0,6
Sacramento,9/13/20,129,38,167,2466,47,7,91
Shasta,9/13/20,2,1,3,561,0,0,7
Riverside,9/13/20,151,49,200,3363,48,10,95
San Francisco,9/13/20,76,18,94,1816,21,5,79
Colusa,9/13/20,0,3,3,48,0,0,0
San Joaquin,9/13/20,66,21,87,1000,28,3,51
San Benito,9/13/20,2,0,2,25,1,0,3
Orange,9/13/20,193,45,238,5716,56,6,238
San Luis Obispo,9/13/20,8,0,8,451,4,0,26
Napa,9/13/20,7,1,8,351,4,0,19
Merced,9/13/20,12,2,14,253,7,1,1
Lake,9/13/20,0,1,1,65,0,0,3
Plumas,9/13/20,0,0,0,35,0,0,0
Mariposa,9/13/20,0,0,0,19,0,0,0
Sutter,9/13/20,0,0,0,0,0,0,0
Lassen,9/13/20,0,0,0,25,0,0,0
Los Angeles,9/13/20,772,330,1102,19838,258,40,1010
Amador,9/13/20,0,0,0,51,0,0,4
Humboldt,9/13/20,1,1,2,277,1,0,1
Tehama,9/13/20,2,0,2,59,1,0,1
Imperial,9/13/20,21,1,22,259,7,0,5
Siskiyou,9/13/20,1,0,1,56,0,0,6
Yuba,9/13/20,18,1,19,265,5,0,15
Fresno,9/13/20,101,21,122,1501,31,4,29
Kern,9/13/20,69,4,73,1309,18,1,51
Marin,9/13/20,11,5,16,322,3,0,10
Santa Clara,9/13/20,111,18,129,2956,41,2,97
Monterey,9/13/20,28,0,28,729,8,0,36
Kings,9/13/20,27,0,27,193,3,0,9
Madera,9/13/20,19,6,25,274,5,1,5
Stanislaus,9/13/20,114,32,146,1309,34,3,22
Sonoma,9/13/20,36,3,39,466,9,0,10
Inyo,9/13/20,0,0,0,29,0,0,4
Solano,9/13/20,31,7,38,587,8,0,8
Contra Costa,9/13/20,70,21,91,1539,28,2,51
Mono,9/13/20,0,0,0,17,0,0,0
Trinity,9/13/20,0,0,0,25,0,0,0
Ventura,9/13/20,42,17,59,1194,20,3,55
Butte,9/13/20,15,0,15,451,3,0,5
Tulare,9/13/20,42,5,47,664,7,0,25
Tuolumne,9/13/20,1,0,1,84,0,0,2
Placer,9/13/20,33,16,49,742,9,2,33
San Bernardino,9/13/20,183,34,217,3795,65,4,139
Modoc,9/13/20,0,0,0,41,0,0,0
Santa Barbara,9/13/20,32,1,33,666,8,0,60
San Diego,9/13/20,225,61,286,6624,79,11,327
Nevada,9/13/20,4,0,4,98,0,0,4
San Mateo,9/13/20,43,12,55,695,11,5,39
Alameda,9/13/20,115,47,162,2418,33,9,118
Santa Cruz,9/13/20,17,0,17,276,2,0,9
Del Norte,9/13/20,0,2,2,53,0,0,5
El Dorado,9/13/20,2,0,2,189,2,0,8
Calaveras,9/13/20,2,0,2,33,2,0,4
Siskiyou,9/14/20,0,0,0,56,0,0,8
Mendocino,9/14/20,5,0,5,150,1,0,5
Yolo,9/14/20,4,0,4,96,3,0,4
San Mateo,9/14/20,38,12,50,676,10,5,34
Sonoma,9/14/20,34,4,38,517,8,0,8
Shasta,9/14/20,2,0,2,561,0,0,5
San Diego,9/14/20,225,48,273,6604,76,16,322
Plumas,9/14/20,0,0,0,35,0,0,0
Solano,9/14/20,36,5,41,563,8,0,10
Merced,9/14/20,11,1,12,253,5,0,3
Sacramento,9/14/20,116,39,155,2456,46,7,102
Imperial,9/14/20,20,1,21,259,6,0,6
Del Norte,9/14/20,0,1,1,53,0,0,4
Los Angeles,9/14/20,804,343,1147,19858,244,56,1023
Mono,9/14/20,0,0,0,17,0,0,2
Mariposa,9/14/20,0,0,0,19,0,0,0
Kern,9/14/20,76,5,81,1297,20,0,55
Monterey,9/14/20,28,0,28,729,9,0,40
Riverside,9/14/20,155,49,204,3342,49,12,95
San Bernardino,9/14/20,186,53,239,3828,63,2,148
Modoc,9/14/20,0,0,0,41,0,0,0
Santa Clara,9/14/20,108,15,123,3052,38,2,110
Lake,9/14/20,0,1,1,65,0,0,4
Placer,9/14/20,31,20,51,738,9,2,31
Kings,9/14/20,26,0,26,193,3,0,9
Marin,9/14/20,10,7,17,326,3,1,9
Napa,9/14/20,7,2,9,351,4,0,18
Alameda,9/14/20,118,37,155,2385,33,8,117
Tulare,9/14/20,39,7,46,678,6,0,22
Santa Cruz,9/14/20,18,0,18,276,2,0,9
Humboldt,9/14/20,1,3,4,275,1,0,4
El Dorado,9/14/20,1,0,1,189,1,0,12
Tehama,9/14/20,2,0,2,59,1,0,4
Calaveras,9/14/20,2,0,2,33,2,0,3
Glenn,9/14/20,0,0,0,47,0,0,0
Amador,9/14/20,0,0,0,51,0,0,6
Orange,9/14/20,201,51,252,5480,67,10,268
Butte,9/14/20,14,0,14,451,3,0,6
Trinity,9/14/20,0,0,0,25,0,0,0
Sutter,9/14/20,0,0,0,0,0,0,0
Madera,9/14/20,21,4,25,274,6,0,5
Lassen,9/14/20,0,0,0,25,0,0,0
San Benito,9/14/20,1,0,1,25,0,0,3
Colusa,9/14/20,0,3,3,48,0,0,0
Stanislaus,9/14/20,113,30,143,1316,34,4,22
Yuba,9/14/20,18,1,19,265,5,0,14
Fresno,9/14/20,118,28,146,1502,33,2,30
Inyo,9/14/20,1,0,1,29,0,0,4
San Francisco,9/14/20,78,12,90,1817,21,5,86
San Luis Obispo,9/14/20,9,0,9,451,4,0,23
Ventura,9/14/20,47,17,64,1215,19,5,49
Contra Costa,9/14/20,67,25,92,1533,26,2,54
Santa Barbara,9/14/20,30,2,32,666,8,1,62
Nevada,9/14/20,4,1,5,100,0,0,6
Tuolumne,9/14/20,1,0,1,84,0,0,2
San Joaquin,9/14/20,61,21,82,997,25,2,48
Sutter,9/15/20,0,0,0,0,0,0,0
Calaveras,9/15/20,1,1,2,33,1,1,6
Napa,9/15/20,6,0,6,351,3,0,19
Ventura,9/15/20,52,15,67,1225,20,3,51
Shasta,9/15/20,2,0,2,561,0,0,3
Alameda,9/15/20,110,44,154,2395,34,8,118
Plumas,9/15/20,0,0,0,35,0,0,0
San Benito,9/15/20,1,0,1,25,0,0,2
Glenn,9/15/20,0,0,0,47,0,0,0
Santa Cruz,9/15/20,19,0,19,276,2,0,7
Sonoma,9/15/20,33,2,35,556,8,0,7
Sacramento,9/15/20,127,34,161,2502,44,8,88
Tulare,9/15/20,40,13,53,678,5,1,19
Santa Clara,9/15/20,103,15,118,3058,41,3,101
Humboldt,9/15/20,1,2,3,275,1,0,2
Mono,9/15/20,0,0,0,17,0,0,2
Kings,9/15/20,26,0,26,193,3,0,9
Mendocino,9/15/20,5,0,5,150,1,0,6
Riverside,9/15/20,155,62,217,3402,47,16,102
Marin,9/15/20,9,2,11,318,1,0,10
Lake,9/15/20,0,0,0,65,0,0,2
Los Angeles,9/15/20,780,348,1128,20011,238,56,968
San Mateo,9/15/20,40,12,52,684,11,7,21
San Diego,9/15/20,220,55,275,6621,78,14,303
San Bernardino,9/15/20,180,57,237,3845,55,6,144
Madera,9/15/20,21,9,30,274,4,2,6
Merced,9/15/20,11,5,16,253,6,1,4
Del Norte,9/15/20,0,0,0,51,0,0,2
Nevada,9/15/20,3,1,4,111,0,0,4
Imperial,9/15/20,21,1,22,259,6,0,7
Tuolumne,9/15/20,1,0,1,84,0,0,2
Orange,9/15/20,202,56,258,5636,67,17,229
Tehama,9/15/20,1,0,1,59,0,0,4
San Joaquin,9/15/20,62,18,80,1003,25,0,49
Yuba,9/15/20,19,0,19,265,5,0,16
Contra Costa,9/15/20,60,17,77,1510,23,1,53
Trinity,9/15/20,0,0,0,25,0,0,0
Fresno,9/15/20,117,20,137,1524,32,3,25
Butte,9/15/20,10,0,10,451,3,0,8
Modoc,9/15/20,0,0,0,41,0,0,0
El Dorado,9/15/20,0,0,0,189,0,0,11
San Francisco,9/15/20,68,13,81,1880,22,3,80
Lassen,9/15/20,0,0,0,25,0,0,0
Mariposa,9/15/20,0,0,0,19,0,0,0
Colusa,9/15/20,3,0,3,48,0,0,0
San Luis Obispo,9/15/20,10,3,13,451,4,0,22
Inyo,9/15/20,0,0,0,29,0,0,3
Placer,9/15/20,30,13,43,743,9,2,30
Amador,9/15/20,0,0,0,51,0,0,6
Stanislaus,9/15/20,109,29,138,1313,35,3,20
Santa Barbara,9/15/20,28,3,31,666,7,2,63
Kern,9/15/20,71,6,77,1330,17,0,54
Yolo,9/15/20,3,0,3,96,1,0,5
Solano,9/15/20,35,4,39,572,8,0,7
Siskiyou,9/15/20,0,1,1,56,0,0,9
Monterey,9/15/20,26,3,29,729,8,0,36
Tuolumne,9/16/20,1,0,1,84,0,0,2
Madera,9/16/20,18,11,29,274,2,0,9
Santa Barbara,9/16/20,23,2,25,666,4,1,55
Trinity,9/16/20,0,0,0,25,0,0,0
Plumas,9/16/20,0,0,0,35,0,0,0
Sutter,9/16/20,0,0,0,0,0,0,0
Fresno,9/16/20,100,26,126,1534,31,0,25
Marin,9/16/20,11,5,16,317,2,0,8
Shasta,9/16/20,2,0,2,561,0,0,9
Imperial,9/16/20,22,1,23,259,7,0,6
San Bernardino,9/16/20,186,59,245,3844,58,9,145
Napa,9/16/20,4,2,6,351,2,0,24
Tulare,9/16/20,43,10,53,678,6,1,20
Merced,9/16/20,14,1,15,253,5,0,5
Placer,9/16/20,29,15,44,746,9,1,26
Glenn,9/16/20,0,0,0,47,0,0,0
Yuba,9/16/20,20,1,21,265,6,1,10
Humboldt,9/16/20,1,2,3,267,0,1,5
Nevada,9/16/20,3,0,3,125,0,0,6
Sacramento,9/16/20,108,35,143,2363,43,8,87
Lake,9/16/20,0,0,0,65,0,0,1
San Joaquin,9/16/20,58,14,72,1010,22,4,37
Mariposa,9/16/20,0,0,0,19,0,0,0
Los Angeles,9/16/20,739,379,1118,20004,232,40,958
Mono,9/16/20,0,0,0,17,0,0,2
Santa Cruz,9/16/20,18,0,18,276,2,0,9
Yolo,9/16/20,3,0,3,96,2,0,3
Santa Clara,9/16/20,103,15,118,3086,42,1,85
Kings,9/16/20,20,0,20,193,3,0,8
San Francisco,9/16/20,64,14,78,1881,20,8,68
San Benito,9/16/20,1,0,1,25,0,0,3
Orange,9/16/20,198,53,251,5632,64,13,250
Butte,9/16/20,10,1,11,451,3,0,8
Monterey,9/16/20,31,0,31,729,9,0,34
Kern,9/16/20,70,3,73,1325,17,0,54
Tehama,9/16/20,1,0,1,59,1,0,4
Contra Costa,9/16/20,53,28,81,1502,22,4,45
Colusa,9/16/20,2,1,3,48,0,0,0
Alameda,9/16/20,101,46,147,2401,33,4,121
El Dorado,9/16/20,0,0,0,189,0,0,10
Riverside,9/16/20,158,60,218,3408,48,15,92
